data_pedido,data_envio,modo_envio,nome_cliente,segmento_cliente,cidade,estado,regiao,departamento,tipo_produto,vendas,quantidade,desconto,lucro
2018-05-20,2018-05-25,Entrega padrão,Milena Rezende,B2B,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,32.59,1,0.2,11.4
2019-06-23,2019-06-24,Envio rápido,Benício Cardoso,B2C,João Pessoa,Paraíba,Nordeste,Jardinagem e paisagismo,fertilizantes,127.87,3,0.2,43.16
2019-06-18,2019-06-21,Envio rápido,Juan Gonçalves,B2B,Itabuna,Bahia,Nordeste,Jardinagem e paisagismo,pesticidas,41.56,2,0.2,15.07
2019-06-18,2019-06-21,Envio rápido,Juan Gonçalves,B2B,Itabuna,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,7.83,4,0.8,-12.14
2019-06-18,2019-06-21,Envio rápido,Juan Gonçalves,B2B,Itabuna,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,31.82,4,0.8,-55.69
2018-11-15,2018-11-20,Entrega padrão,Júlia Moura,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,sementes,25.09,2,0.0,11.79
2016-07-26,2016-07-28,Econômica,Ryan Farias,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,vasos,182.65,4,0.0,51.14
2016-07-26,2016-07-28,Econômica,Ryan Farias,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,materiais de paisagismo,27838.01,5,0.0,1113.52
2016-07-26,2016-07-28,Econômica,Ryan Farias,B2C,Salvador,Bahia,Nordeste,Materiais de construção,iluminação,264.93,8,0.0,116.57
2017-07-03,2017-07-03,24 horas,Erick da Cruz,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,111.47,4,0.8,-289.81
2019-03-03,2019-03-09,Entrega padrão,Milena Oliveira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,pneus,669.04,3,0.2,50.18
2019-03-03,2019-03-09,Entrega padrão,Milena Oliveira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,ferramentas automotivas,1631.8,6,0.0,179.5
2018-11-19,2018-11-24,Entrega padrão,Davi Lucas da Mota,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,vasos,3800.93,4,0.0,190.05
2017-04-19,2017-04-20,Envio rápido,João Lucas Peixoto,B2C,Vitória da Conquista,Bahia,Nordeste,Automotivo,ferramentas automotivas,362.1,6,0.0,141.22
2018-11-12,2018-11-18,Entrega padrão,Maria Fernanda Dias,B2B,Manaus,Amazonas,Norte,Automotivo,ferramentas automotivas,326.29,4,0.2,4.08
2018-11-12,2018-11-18,Entrega padrão,Maria Fernanda Dias,B2B,Manaus,Amazonas,Norte,Materiais de construção,ferramentas,163.17,2,0.3,-6.99
2016-11-16,2016-11-23,Entrega padrão,Maria Vitória da Rosa,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,fertilizantes,2055.83,9,0.2,693.84
2019-05-03,2019-05-08,Entrega padrão,Renan Carvalho,B2B,Ji-Paraná,Rondônia,Norte,Materiais de construção,iluminação,441.76,3,0.0,44.18
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,sementes,68.54,7,0.0,33.59
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,sementes,100.16,6,0.0,49.08
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,mobiliário de exterior,2953.21,3,0.0,856.43
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,pesticidas,44.06,2,0.0,21.15
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Automotivo,pneus,18.7,1,0.0,4.68
2018-10-16,2018-10-22,Entrega padrão,Luiz Miguel Nunes,B2B,Blumenau,Santa Catarina,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,413.44,4,0.0,190.18
2017-04-07,2017-04-11,Entrega padrão,Leonardo Ferreira,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,decoração de jardim,142.96,9,0.2,17.87
2017-04-07,2017-04-11,Entrega padrão,Leonardo Ferreira,B2C,Belo Horizonte,Minas Gerais,Sudeste,Automotivo,ferramentas automotivas,86.66,2,0.2,15.17
2017-04-07,2017-04-11,Entrega padrão,Leonardo Ferreira,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,23.46,3,0.8,-41.06
2017-04-07,2017-04-11,Entrega padrão,Leonardo Ferreira,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,32.8,6,0.8,-57.41
2017-04-07,2017-04-11,Entrega padrão,Leonardo Ferreira,B2C,Belo Horizonte,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,27.09,2,0.2,9.82
2016-10-25,2016-10-30,Entrega padrão,Joaquim Porto,B2B,Foz do Iguaçu,Paraná,Sul,Jardinagem e paisagismo,pesticidas,35.25,2,0.2,12.34
2016-08-18,2016-08-22,Entrega padrão,Cauê Teixeira,B2B,Bauru,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,388.28,5,0.0,178.61
2016-08-18,2016-08-22,Entrega padrão,Cauê Teixeira,B2B,Bauru,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,61.06,4,0.0,28.09
2016-08-18,2016-08-22,Entrega padrão,Cauê Teixeira,B2B,Bauru,São Paulo,Sudeste,Jardinagem e paisagismo,mudas,43.08,7,0.0,15.51
2016-08-18,2016-08-22,Entrega padrão,Cauê Teixeira,B2B,Bauru,São Paulo,Sudeste,Automotivo,ferramentas automotivas,1155.86,4,0.0,416.11
2019-08-16,2019-08-19,Econômica,Kamilly Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,vasos,6125.55,6,0.2,-1148.54
2017-01-28,2017-01-30,Econômica,Giovanna Pereira,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Materiais de construção,ferramentas,618.75,2,0.3,-185.63
2017-01-28,2017-01-30,Econômica,Giovanna Pereira,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Automotivo,pneus,1468.72,4,0.4,-342.7
2017-01-28,2017-01-30,Econômica,Giovanna Pereira,B2C,Cuiabá,Mato Grosso,Centro-Oeste,Automotivo,pneus,528.26,1,0.4,-123.26
2017-07-17,2017-07-17,24 horas,Bárbara Costa,B2B,Salvador,Bahia,Nordeste,Materiais de construção,ferramentas,4585.59,6,0.2,-745.16
2017-07-17,2017-07-17,24 horas,Bárbara Costa,B2B,Salvador,Bahia,Nordeste,Materiais de construção,ferramentas,2380.52,3,0.2,267.81
2018-05-01,2018-05-05,Entrega padrão,Cecília Melo,B2B,Maracanaú,Ceará,Nordeste,Materiais de construção,iluminação,380.42,7,0.2,76.08
2016-09-27,2016-10-02,Econômica,Ana Julia da Rocha,B2B,Brasília,Distrito Federal,Centro-Oeste,Jardinagem e paisagismo,mobiliário de exterior,489.44,3,0.2,48.94
2019-04-17,2019-04-21,Entrega padrão,Renan Santos,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,vasos,700.13,4,0.0,7.0
2019-04-17,2019-04-21,Entrega padrão,Renan Santos,B2C,Aparecida de Goiânia,Goiás,Centro-Oeste,Materiais de construção,encanamentos,349.63,1,0.15,-20.57
2017-08-17,2017-08-23,Entrega padrão,Carlos Eduardo Barbosa,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,decoração de jardim,7.83,1,0.2,0.88
2017-08-17,2017-08-23,Entrega padrão,Carlos Eduardo Barbosa,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Automotivo,pneus,6391.86,5,0.2,719.08
2017-08-17,2017-08-23,Entrega padrão,Carlos Eduardo Barbosa,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,pesticidas,1064.28,8,0.2,359.2
2017-08-17,2017-08-23,Entrega padrão,Carlos Eduardo Barbosa,B2C,Campo Grande,Mato Grosso do Sul,Centro-Oeste,Jardinagem e paisagismo,sementes,17.14,2,0.2,6.0
2019-11-20,2019-11-24,Entrega padrão,Heitor da Mata,B2C,Ribeirão Preto,São Paulo,Sudeste,Materiais de construção,iluminação,2794.39,6,0.0,726.54
2019-11-20,2019-11-24,Entrega padrão,Heitor da Mata,B2C,Ribeirão Preto,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,74.66,2,0.0,36.59
2018-09-15,2018-09-19,Entrega padrão,Vicente Nogueira,B2B,Maceió,Alagoas,Nordeste,Jardinagem e paisagismo,pesticidas,88.13,4,0.0,42.3
2018-08-16,2018-08-21,Entrega padrão,Leonardo Cardoso,B2C,Suzano,São Paulo,Sudeste,Automotivo,pneus,2398.85,7,0.2,239.88
2017-09-27,2017-10-01,Entrega padrão,Maria Julia Nogueira,B2C,São Paulo,São Paulo,Sudeste,Automotivo,ferramentas automotivas,170.0,2,0.0,40.8
2018-10-09,2018-10-15,Entrega padrão,Esther Pinto,B2B,Belo Horizonte,Minas Gerais,Sudeste,Materiais de construção,iluminação,175.82,8,0.6,-109.89
2017-03-25,2017-03-31,Entrega padrão,Renan Novaes,B2B,Patos de Minas,Minas Gerais,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,23.77,2,0.2,1.78
2017-06-01,2017-06-05,Entrega padrão,Thiago Jesus,B2C,Teixeira de Freitas,Bahia,Nordeste,Materiais de construção,encanamentos,4783.32,7,0.0,478.33
2017-06-01,2017-06-05,Entrega padrão,Thiago Jesus,B2C,Teixeira de Freitas,Bahia,Nordeste,Jardinagem e paisagismo,sementes,53.55,5,0.0,25.7
2017-06-01,2017-06-05,Entrega padrão,Thiago Jesus,B2C,Teixeira de Freitas,Bahia,Nordeste,Jardinagem e paisagismo,vasos,1098.54,2,0.0,208.72
2017-12-26,2018-01-01,Entrega padrão,Maria Luiza Monteiro,B2C,Betim,Minas Gerais,Sudeste,Jardinagem e paisagismo,sementes,31.33,4,0.2,11.36
2017-12-26,2018-01-01,Entrega padrão,Maria Luiza Monteiro,B2C,Betim,Minas Gerais,Sudeste,Jardinagem e paisagismo,pesticidas,35.25,2,0.2,12.34
2017-03-18,2017-03-23,Econômica,Maitê Peixoto,B2B,São Paulo,São Paulo,Sudeste,Automotivo,ferramentas automotivas,51.07,1,0.0,9.19
2017-03-18,2017-03-23,Econômica,Maitê Peixoto,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,114.99,2,0.0,31.05
2019-09-08,2019-09-12,Entrega padrão,Thales Almeida,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1625.47,8,0.0,455.13
2019-12-28,2019-12-28,24 horas,Luiz Fernando Freitas,B2B,Campinas,São Paulo,Sudeste,Automotivo,pneus,558.92,2,0.4,-121.1
2019-12-28,2019-12-28,24 horas,Luiz Fernando Freitas,B2B,Campinas,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,45.04,4,0.2,12.39
2018-08-13,2018-08-16,Econômica,Bruno Pires,B2C,Indaiatuba,São Paulo,Sudeste,Automotivo,ferramentas automotivas,4759.81,7,0.2,178.49
2019-07-10,2019-07-15,Entrega padrão,Davi Caldeira,B2B,Mauá,São Paulo,Sudeste,Materiais de construção,iluminação,1789.93,5,0.0,107.4
2016-11-23,2016-11-28,Entrega padrão,Heitor Silveira,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,fertilizantes,55.18,3,0.0,27.04
2016-11-23,2016-11-28,Entrega padrão,Heitor Silveira,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,1087.66,5,0.0,532.95
2016-11-23,2016-11-28,Entrega padrão,Heitor Silveira,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,fertilizantes,38.62,2,0.0,18.15
2016-11-23,2016-11-28,Entrega padrão,Heitor Silveira,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,mobiliário de exterior,2295.41,3,0.0,987.03
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Materiais de construção,iluminação,213.59,3,0.0,104.66
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,1665.73,8,0.0,0.0
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,66.1,3,0.0,31.73
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,56.71,2,0.0,28.36
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Automotivo,pneus,528.19,13,0.0,0.0
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Materiais de construção,iluminação,42.23,3,0.0,15.2
2016-01-27,2016-02-01,Entrega padrão,Maria Fernanda Rodrigues,B2B,Sumaré,São Paulo,Sudeste,Automotivo,pneus,639.13,2,0.0,178.96
2019-07-01,2019-07-07,Entrega padrão,Bárbara Novaes,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,845.14,7,0.0,228.19
2019-07-01,2019-07-07,Entrega padrão,Bárbara Novaes,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,75.58,1,0.0,33.26
2018-05-06,2018-05-10,Entrega padrão,Afonso Novaes,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,20.33,1,0.0,3.46
2018-05-06,2018-05-10,Entrega padrão,Afonso Novaes,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Automotivo,pneus,836.97,3,0.2,73.23
2018-09-09,2018-09-15,Entrega padrão,Calebe Ribeiro,B2C,Santa Rita,Paraíba,Nordeste,Materiais de construção,iluminação,48.06,2,0.6,-26.43
2018-09-09,2018-09-15,Entrega padrão,Calebe Ribeiro,B2C,Santa Rita,Paraíba,Nordeste,Materiais de construção,materiais de revestimento,2045.0,3,0.5,-1022.5
2019-05-14,2019-05-18,Entrega padrão,Luigi da Mata,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,fertilizantes,615.26,2,0.0,276.87
2019-05-14,2019-05-18,Entrega padrão,Luigi da Mata,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,3110.9,3,0.0,1399.9
2019-05-14,2019-05-18,Entrega padrão,Luigi da Mata,B2B,Curitiba,Paraná,Sul,Automotivo,pneus,1999.1,3,0.0,539.76
2019-05-14,2019-05-18,Entrega padrão,Luigi da Mata,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,vasos,1803.16,2,0.0,324.57
2019-05-14,2019-05-18,Entrega padrão,Luigi da Mata,B2B,Curitiba,Paraná,Sul,Jardinagem e paisagismo,pesticidas,50.8,3,0.0,24.89
2019-04-24,2019-04-30,Entrega padrão,Gustavo das Neves,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,414.6,2,0.0,120.23
2019-04-24,2019-04-30,Entrega padrão,Gustavo das Neves,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,materiais de paisagismo,417.21,7,0.0,125.16
2018-06-05,2018-06-05,24 horas,Bernardo das Neves,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,50.8,3,0.0,23.87
2018-06-05,2018-06-05,24 horas,Bernardo das Neves,B2C,São Paulo,São Paulo,Sudeste,Automotivo,equipamentos de limpeza,4589.49,3,0.0,1239.16
2018-06-05,2018-06-05,24 horas,Bernardo das Neves,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,encanamentos,465.07,1,0.2,17.44
2018-06-05,2018-06-05,24 horas,Bernardo das Neves,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,iluminação,207.81,4,0.0,70.65
2018-03-05,2018-03-11,Entrega padrão,Pedro Farias,B2B,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,decoração de jardim,57.77,1,0.0,16.75
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Automotivo,ferramentas automotivas,83.88,3,0.2,0.0
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Jardinagem e paisagismo,sementes,8.57,1,0.2,3.0
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Materiais de construção,materiais de revestimento,4143.7,5,0.3,-414.37
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Jardinagem e paisagismo,sementes,20.07,2,0.2,6.77
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Jardinagem e paisagismo,pesticidas,53.37,3,0.2,17.34
2016-11-26,2016-12-01,Entrega padrão,Isabelly Teixeira,B2B,Teresina,Piauí,Nordeste,Materiais de construção,iluminação,20.73,3,0.6,-13.47
2018-04-29,2018-05-06,Entrega padrão,Matheus Castro,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,141.33,2,0.2,8.83
2016-04-27,2016-05-04,Entrega padrão,Lucas Gabriel Santos,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,782.95,3,0.2,78.3
2016-04-27,2016-05-04,Entrega padrão,Lucas Gabriel Santos,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,62.18,6,0.2,19.43
2019-04-02,2019-04-06,Entrega padrão,Alice Rezende,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,sementes,19.65,2,0.0,9.24
2019-04-02,2019-04-06,Entrega padrão,Alice Rezende,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,ferramentas de jardinagem,413.71,13,0.2,129.28
2019-12-23,2019-12-27,Entrega padrão,Vitor Gabriel Ramos,B2B,Rio Claro,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,14.18,3,0.0,3.69
2019-12-23,2019-12-27,Entrega padrão,Vitor Gabriel Ramos,B2B,Rio Claro,São Paulo,Sudeste,Automotivo,pneus,227.94,4,0.2,22.79
2019-12-23,2019-12-27,Entrega padrão,Vitor Gabriel Ramos,B2B,Rio Claro,São Paulo,Sudeste,Jardinagem e paisagismo,vasos,126.89,3,0.0,35.53
2019-12-23,2019-12-27,Entrega padrão,Vitor Gabriel Ramos,B2B,Rio Claro,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,62.73,5,0.0,29.48
2019-10-23,2019-10-25,Envio rápido,Maria Clara Gonçalves,B2B,São Paulo,São Paulo,Sudeste,Automotivo,peças de reposição,38079.89,4,0.2,13327.96
2019-10-23,2019-10-25,Envio rápido,Maria Clara Gonçalves,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,8158.64,8,0.0,2202.83
2019-10-23,2019-10-25,Envio rápido,Maria Clara Gonçalves,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,fertilizantes,217.26,5,0.0,97.77
2019-10-23,2019-10-25,Envio rápido,Maria Clara Gonçalves,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,180.17,1,0.0,1.8
2019-11-14,2019-11-16,Envio rápido,Maria Eduarda Teixeira,B2B,Goiânia,Goiás,Centro-Oeste,Automotivo,ferramentas automotivas,206.94,4,0.2,31.04
2019-11-14,2019-11-16,Envio rápido,Maria Eduarda Teixeira,B2B,Goiânia,Goiás,Centro-Oeste,Automotivo,equipamentos de limpeza,2220.18,7,0.7,-3182.26
2019-11-14,2019-11-16,Envio rápido,Maria Eduarda Teixeira,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,38.15,10,0.7,-25.43
2017-09-11,2017-09-16,Entrega padrão,Ana Julia Melo,B2C,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,50.8,3,0.0,23.87
2019-05-16,2019-05-21,Entrega padrão,Emanuel da Cunha,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,iluminação,135.86,2,0.0,58.42
2019-05-16,2019-05-21,Entrega padrão,Emanuel da Cunha,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,ferramentas,144.92,2,0.2,14.49
2019-05-16,2019-05-21,Entrega padrão,Emanuel da Cunha,B2C,Fortaleza,Ceará,Nordeste,Materiais de construção,ferramentas,751.26,1,0.2,84.52
2017-07-06,2017-07-11,Econômica,Bruno Ferreira,B2B,Londrina,Paraná,Sul,Materiais de construção,iluminação,16.76,2,0.2,2.51
2017-07-06,2017-07-11,Econômica,Bruno Ferreira,B2B,Londrina,Paraná,Sul,Jardinagem e paisagismo,ferramentas de jardinagem,24.58,5,0.7,-19.67
2017-08-16,2017-08-20,Entrega padrão,Ana Lívia Moura,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,vasos,1098.54,2,0.0,208.72
2019-06-13,2019-06-19,Entrega padrão,Pedro Miguel Correia,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,64.74,4,0.0,31.72
2019-06-13,2019-06-19,Entrega padrão,Pedro Miguel Correia,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,44.64,3,0.2,14.51
2019-06-13,2019-06-19,Entrega padrão,Pedro Miguel Correia,B2C,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,decoração de jardim,218.08,3,0.0,56.7
2019-06-13,2019-06-19,Entrega padrão,Pedro Miguel Correia,B2C,São Paulo,São Paulo,Sudeste,Materiais de construção,ferramentas,2918.02,4,0.1,486.34
2018-12-30,2018-12-31,Envio rápido,João Guilherme Ferreira,B2C,Duque de Caxias,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,pesticidas,632.56,6,0.2,229.3
2016-09-08,2016-09-13,Econômica,Isabel Araújo,B2C,Carapicuíba,São Paulo,Sudeste,Materiais de construção,iluminação,196.15,3,0.0,80.42
2016-09-08,2016-09-13,Econômica,Isabel Araújo,B2C,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,145.55,3,0.0,68.41
2016-09-08,2016-09-13,Econômica,Isabel Araújo,B2C,Carapicuíba,São Paulo,Sudeste,Jardinagem e paisagismo,pesticidas,44.06,2,0.0,21.15
2016-09-08,2016-09-13,Econômica,Isabel Araújo,B2C,Carapicuíba,São Paulo,Sudeste,Materiais de construção,iluminação,2794.39,6,0.0,726.54
2016-09-08,2016-09-13,Econômica,Isabel Araújo,B2C,Carapicuíba,São Paulo,Sudeste,Automotivo,pneus,356.49,3,0.0,96.25
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,36.64,3,0.2,11.91
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,40.07,3,0.2,14.52
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,pesticidas,560.59,3,0.0,274.69
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Materiais de construção,encanamentos,4396.0,3,0.0,263.76
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,ferramentas de jardinagem,86.99,2,0.2,30.44
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,vasos,889.92,2,0.0,222.48
2019-09-18,2019-09-22,Econômica,Melissa Mendes,B2B,Araguaína,Tocantins,Norte,Jardinagem e paisagismo,sementes,48.96,5,0.0,23.99
2018-08-17,2018-08-21,Entrega padrão,Gabriel da Paz,B2C,Salvador,Bahia,Nordeste,Jardinagem e paisagismo,fertilizantes,36.92,3,0.0,17.35
2017-12-25,2017-12-29,Entrega padrão,Maitê Peixoto,B2B,Imperatriz,Maranhão,Nordeste,Materiais de construção,ferramentas,3005.06,4,0.2,338.07
2019-11-29,2019-12-03,Entrega padrão,Joana da Cruz,B2B,São Paulo,São Paulo,Sudeste,Automotivo,pneus,6731.63,11,0.0,1682.91
2019-11-29,2019-12-03,Entrega padrão,Joana da Cruz,B2B,São Paulo,São Paulo,Sudeste,Jardinagem e paisagismo,fertilizantes,271.86,2,0.0,122.34
2019-04-15,2019-04-16,Envio rápido,Ana Sophia Barros,B2B,Goiânia,Goiás,Centro-Oeste,Jardinagem e paisagismo,ferramentas de jardinagem,29.78,2,0.0,14.3
2018-05-02,2018-05-05,Envio rápido,Agatha da Rocha,B2C,Mogi das Cruzes,São Paulo,Sudeste,Jardinagem e paisagismo,sementes,13.55,1,0.2,4.4
2018-05-02,2018-05-05,Envio rápido,Agatha da Rocha,B2C,Mogi das Cruzes,São Paulo,Sudeste,Materiais de construção,materiais de revestimento,1260.11,3,0.4,-483.04
2018-05-02,2018-05-05,Envio rápido,Agatha da Rocha,B2C,Mogi das Cruzes,São Paulo,Sudeste,Jardinagem e paisagismo,ferramentas de jardinagem,9.32,2,0.7,-6.84
2018-10-02,2018-10-02,24 horas,Joaquim Peixoto,B2C,Linhares,Espírito Santo,Sudeste,Automotivo,ferramentas automotivas,270.34,3,0.2,70.96
2018-10-02,2018-10-02,24 horas,Joaquim Peixoto,B2C,Linhares,Espírito Santo,Sudeste,Jardinagem e paisagismo,pesticidas,96.4,1,0.2,32.53
2017-08-26,2017-08-31,Entrega padrão,Augusto Oliveira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Materiais de construção,ferramentas,138.67,1,0.2,15.6
2017-08-26,2017-08-31,Entrega padrão,Augusto Oliveira,B2B,Rio de Janeiro,Rio de Janeiro,Sudeste,Jardinagem e paisagismo,mobiliário de exterior,360.26,4,0.0,100.87
2016-09-10,2016-09-13,Econômica,Nathan Silveira,B2B,Juazeiro do Norte,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,565.9,3,0.0,271.63
2016-09-10,2016-09-13,Econômica,Nathan Silveira,B2B,Juazeiro do Norte,Ceará,Nordeste,Materiais de construção,ferramentas,2671.99,6,0.0,721.44
2016-09-10,2016-09-13,Econômica,Nathan Silveira,B2B,Juazeiro do Norte,Ceará,Nordeste,Jardinagem e paisagismo,pesticidas,89.08,2,0.0,43.65
2016-09-10,2016-09-13,Econômica,Nathan Silveira,B2B,Juazeiro do Norte,Ceará,Nordeste,Jardinagem e paisagismo,vasos,4507.89,5,0.0,811.42
2019-12-04,2019-12-04,24 horas,Daniel Nunes,B2C,Recife,Pernambuco,Nordeste,Jardinagem e paisagismo,pesticidas,565.9,3,0.0,271.63
2019-11-28,2019-12-03,Entrega padrão,Beatriz Peixoto,B2C,Campo Largo,Paraná,Sul,Jardinagem e paisagismo,decoração de jardim,29.78,5,0.2,2.61
